rel,category,title_hint,date_hint,handwriting,confidence,error
2021年10月/微信图片_202110260901557.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260901558.jpg,现场照片,,None,False,0.97,
2021年10月/微信图片_202110260901559.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_20211026090156.jpg,现场照片,中宗定发（标牌文字）,,False,0.95,
2021年10月/微信图片_202110260901561.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609015610.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_2021102609015611.jpg,现场照片,夜间水库排水/泄洪现场,,False,0.97,
2021年10月/微信图片_2021102609015612.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609015613.jpg,现场照片,夜间水渠/河道实景,,False,0.95,
2021年10月/微信图片_2021102609015614.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609015615.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_2021102609015616.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609015617.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609015618.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_2021102609015619.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260901562.jpg,现场照片,今日水位标尺,,False,0.92,
2021年10月/微信图片_202110260901563.jpg,现场照片,黄色悬索桥跨越溢洪道/泄洪闸,,False,0.97,
2021年10月/微信图片_202110260901564.jpg,现场照片,十二支下段,,False,0.95,
2021年10月/微信图片_202110260901565.jpg,现场照片,疑似水库大坝坡面及排水沟现场检查,,False,0.92,
2021年10月/微信图片_202110260901566.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260901567.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260901568.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260901569.jpg,现场照片,,,False,0.9,
2021年10月/微信图片_20211026090157.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260901571.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260901572.jpg,现场照片,夜景道路（雨后湿路面，绿化带，夜间拍摄）,,False,0.98,
2021年10月/微信图片_202110260901573.jpg,现场照片,水库泄洪夜间实景,,False,0.98,
2021年10月/微信图片_202110260901574.jpg,现场照片,夜间水库溢洪/泄洪实景,,False,0.97,
2021年10月/微信图片_202110260901575.jpg,现场照片,夜间水库巡查或水位观测现场,,False,0.95,
2021年10月/微信图片_202110260901576.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260901577.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260901578.jpg,现场照片,,,True,0.97,
2021年10月/微信图片_202110260901579.jpg,现场照片,疑似水库大坝现场检查,,False,0.95,
2021年10月/微信图片_20211026090158.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_20211026090408.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904081.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904082.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260904083.jpg,现场照片,,,True,0.99,
2021年10月/微信图片_202110260904084.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904085.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904086.jpg,现场照片,,,True,0.95,
2021年10月/微信图片_202110260904087.jpg,现场照片,暴雨导致砖垛垮塌及泥石流现场,2021/09/26,False,0.98,
2021年10月/微信图片_20211026090409.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904091.jpg,现场照片,,2021/09/26,False,0.99,
2021年10月/微信图片_202110260904092.jpg,现场照片,混凝土衬砌渠道（明渠排水/灌溉）,2021/09/26 08:17,False,0.97,
2021年10月/微信图片_202110260904093.jpg,现场照片,渠道与挡水墙实景（疑似水闸或引水构筑物）,,False,0.96,
2021年10月/微信图片_202110260904094.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904095.jpg,现场照片,SDLG轮式装载机在泥泞道路上作业场景,,False,0.98,
2021年10月/微信图片_20211026090410.jpg,现场照片,水库放水/溢洪渠道及山体边坡实景,,False,0.95,
2021年10月/微信图片_20211026090411.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904111.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904112.jpg,现场照片,水库溢洪道/泄洪现场,,False,0.97,
2021年10月/微信图片_202110260904113.jpg,现场照片,水位尺测量洪水位实景,,False,0.95,
2021年10月/微信图片_202110260904114.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_202110260904115.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_20211026090412.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_202110260904121.jpg,现场照片,,,True,0.97,
2021年10月/微信图片_202110260904122.jpg,现场照片,堤岸或排水沟垮塌受损实景,,False,0.98,
2021年10月/微信图片_202110260904123.jpg,现场照片,疑似河道/水库岸墙坍塌现场,,False,0.95,
2021年10月/微信图片_202110260904124.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260904125.jpg,现场照片,渠道坍塌受损情况,,False,0.97,
2021年10月/微信图片_202110260904126.jpg,现场照片,砖砌挡墙坍塌现场,,False,0.97,
2021年10月/微信图片_202110260904127.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904128.jpg,现场照片,,9月26日,False,0.98,
2021年10月/微信图片_202110260904129.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_20211026090413.jpg,现场照片,,2021/09/26,False,0.98,
2021年10月/微信图片_20211026090414.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904141.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904142.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260904143.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_202110260904144.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260904145.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_20211026090415.jpg,现场照片,,,True,0.97,
2021年10月/微信图片_202110260904151.jpg,现场照片,,2021.09.26,False,0.99,
2021年10月/微信图片_202110260904152.jpg,现场照片,,2021.09.26,True,0.98,
2021年10月/微信图片_202110260904153.jpg,现场照片,,2021.09.26,False,0.99,
2021年10月/微信图片_202110260904154.jpg,现场照片,,2021.09.26,False,0.98,
2021年10月/微信图片_202110260904155.jpg,现场照片,,2021.09.26,False,0.99,
2021年10月/微信图片_202110260904156.jpg,现场照片,小心落石 3m（警示牌）,,False,0.95,
2021年10月/微信图片_20211026090416.jpg,现场照片,高干渠巡查,,False,0.98,
2021年10月/微信图片_202110260904161.jpg,现场照片,巡查,2021/9/26 18:36,False,0.97,
2021年10月/微信图片_2021102609041610.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041611.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041612.jpg,现场照片,水库监测站设备检修,,False,0.95,
2021年10月/微信图片_2021102609041613.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_2021102609041614.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041615.jpg,现场照片,,2021/09/27 10:55,False,0.99,
2021年10月/微信图片_2021102609041616.jpg,现场照片,,2021/09/27 10:54,False,0.97,
2021年10月/微信图片_2021102609041617.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_2021102609041618.jpg,现场照片,水库泄洪或溢洪场景,,False,0.98,
2021年10月/微信图片_2021102609041619.jpg,现场照片,水库溢洪或放水实景,,False,0.95,
2021年10月/微信图片_202110260904162.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041620.jpg,现场照片,警示牌（蓝底白字，内容包含警示、止步等字样），疑似水库/河道周边警示标识,2021/09/27 11:54,False,0.95,
2021年10月/微信图片_2021102609041621.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041622.jpg,现场照片,泄洪中的吊桥与浑水河道,,False,0.97,
2021年10月/微信图片_2021102609041623.jpg,现场照片,泄洪冲刷 严禁人员靠近,,False,0.95,
2021年10月/微信图片_2021102609041624.jpg,现场照片,水库泄洪/溢洪道实景,,False,0.95,
2021年10月/微信图片_2021102609041625.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_2021102609041626.jpg,现场照片,疑似岸边护坡塌方或水土流失场景,,False,0.95,
2021年10月/微信图片_2021102609041627.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609041628.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_202110260904163.jpg,现场照片,高干渠寺沟倒虹巡查,2021/09/26,False,0.97,
2021年10月/微信图片_202110260904164.jpg,现场照片,水库夜间现场照片（含闸塔/取水塔、照明、巡视人员）,2021/09/26 20:35,False,0.99,
2021年10月/微信图片_202110260904165.jpg,现场照片,夜间桥梁或道路损毁实景,2021/09/26 23:00,False,0.97,
2021年10月/微信图片_202110260904166.jpg,现场照片,,2021/09/27 07:20,False,0.99,
2021年10月/微信图片_202110260904167.jpg,现场照片,水库溢洪闸放水实景,,False,0.98,
2021年10月/微信图片_202110260904168.jpg,现场照片,铜川渡槽下游河道发现2名钓鱼者，已驱离,2020,False,0.98,
2021年10月/微信图片_202110260904169.jpg,现场照片,陕西省铜川市耀州区河道岸边垂钓实景,2021.09.27 08:18,False,0.98,
2021年10月/微信图片_20211026090417.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260904171.jpg,现场照片,,,True,0.95,
2021年10月/微信图片_2021102609041710.jpg,现场照片,河道洪水过流场景，桥梁和车辆可见,,False,0.95,
2021年10月/微信图片_202110260904172.jpg,现场照片,水库河道全景,,False,0.95,
2021年10月/微信图片_202110260904173.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904174.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904175.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260904176.jpg,现场照片,,,True,0.95,
2021年10月/微信图片_202110260904177.jpg,现场照片,夜间雨中水库巡查,,False,0.95,
2021年10月/微信图片_202110260904178.jpg,现场照片,,2021/09/28,False,0.98,
2021年10月/微信图片_202110260904179.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_20211026090629.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_202110260906291.jpg,现场照片,水库旁玉米地及水面实景,,False,0.98,
2021年10月/微信图片_2021102609062910.jpg,现场照片,保护河道 禁止倾倒垃圾（标语牌）,,False,0.97,
2021年10月/微信图片_2021102609062911.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609062913.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_2021102609062914.jpg,现场照片,陕西省渭南市富平县薛镇俭西路管道施工,2021.09.28,False,0.98,
2021年10月/微信图片_202110260906292.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260906293.jpg,现场照片,,,True,0.98,
2021年10月/微信图片_202110260906294.jpg,现场照片,河道保护宣传牌场景,,False,0.99,
2021年10月/微信图片_202110260906295.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906296.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260906297.jpg,现场照片,,,True,0.97,
2021年10月/微信图片_202110260906298.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906299.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_20211026090630.jpg,现场照片,施工现场水泥管道吊装作业,2021.09.28,False,0.97,
2021年10月/微信图片_202110260906301.jpg,现场照片,水泥管道吊装施工,2021.09.28,False,0.98,
2021年10月/微信图片_202110260906302.jpg,现场照片,高边坡一台表层滑坡（15米）,,False,0.95,
2021年10月/微信图片_202110260906303.jpg,现场照片,高干渠观测踏步滑坡（约8米）,,False,0.97,
2021年10月/微信图片_202110260906304.jpg,现场照片,高干渠观测踏步2（约9米）,,False,0.98,
2021年10月/微信图片_202110260906305.jpg,现场照片,表层土滑塌（792路）,2021/09/27,False,0.98,
2021年10月/微信图片_202110260906306.jpg,现场照片,792路边坡浅层滑坡（长15米 高10米 深0.5---1米）,2021/09/27,False,0.99,
2021年10月/微信图片_202110260906307.jpg,现场照片,陕西省渭南市富平县到贤镇招贤村灌渠,2021.09.28,False,0.98,
2021年10月/微信图片_20211026090631.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906311.jpg,现场照片,闸门/检查井类水工建筑物现场实景,2021.09.28,False,0.95,
2021年10月/微信图片_2021102609063110.jpg,现场照片,疑似水库岸坡侵蚀/垮塌现场,,False,0.95,
2021年10月/微信图片_2021102609063111.jpg,现场照片,冲沟或侵蚀沟现场实景,,False,0.95,
2021年10月/微信图片_2021102609063112.jpg,现场照片,山体滑坡/泥土塌方现场,,False,0.95,
2021年10月/微信图片_2021102609063113.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609063114.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609063115.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609063116.jpg,现场照片,堤坝或渠道边坡坍塌/水毁现场,,False,0.95,
2021年10月/微信图片_2021102609063117.jpg,现场照片,受淹玉米田及高压输电塔,,False,0.97,
2021年10月/微信图片_2021102609063118.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609063119.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260906312.jpg,现场照片,到贤镇陈底流路地下渠道/涵洞,2021.09.28,False,0.95,
2021年10月/微信图片_2021102609063120.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_2021102609063121.jpg,现场照片,施工现场检查（渠道开挖现场）,,False,0.95,
2021年10月/微信图片_2021102609063122.jpg,现场照片,,,False,0.97,
2021年10月/微信图片_2021102609063123.jpg,现场照片,施工现场实景,,False,0.98,
2021年10月/微信图片_2021102609063124.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_2021102609063125.jpg,现场照片,基坑危险 请勿靠近（警示牌）,,False,0.97,
2021年10月/微信图片_2021102609063126.jpg,现场照片,JCB挖掘机施工现场,,False,0.98,
2021年10月/微信图片_2021102609063127.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609063128.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_2021102609063129.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260906313.jpg,现场照片,夜间管道排水入河（疑似泄洪或排涝）,2021/09/28 23:42,False,0.97,
2021年10月/微信图片_2021102609063130.jpg,现场照片,电力线路维修作业,,False,0.98,
2021年10月/微信图片_202110260906314.jpg,现场照片,,2021/09/29 07:43,False,0.98,
2021年10月/微信图片_202110260906315.jpg,现场照片,,2021/09/29,False,0.98,
2021年10月/微信图片_202110260906316.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_202110260906317.jpg,现场照片,巡查人员在水库大坝坝坡上行走检查,,False,0.97,
2021年10月/微信图片_202110260906318.jpg,现场照片,,,False,0.99,
2021年10月/微信图片_202110260906319.jpg,现场照片,,,False,0.95,
2021年10月/微信图片_20211026090632.jpg,现场照片,,2021/10/12 15:44,False,0.97,
2021年10月/微信图片_202110260906321.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906322.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906327.jpg,现场照片,,,False,0.98,
2021年10月/微信图片_202110260906328.jpg,现场照片,,,False,0.98,
2021年10月/迎接防汛检查.jpg,现场照片,,,False,0.97,
2021年9月/1.JPG,现场照片,,,False,0.98,
2021年9月/2.1.JPG,现场照片,,,False,0.99,
2021年9月/3.1.JPG,现场照片,,,True,0.97,
2021年9月/5B4A1936.JPG,现场照片,水闸/水库泄洪实景,,False,0.99,
2021年9月/5B4A1946.JPG,现场照片,水库溢洪道/泄洪槽实景,,False,0.98,
2021年9月/5B4A1957.JPG,现场照片,,,False,0.98,
2021年9月/6.JPG,现场照片,,,False,0.98,
2021年9月/微信图片_2021092809492912.jpg,现场照片,,,False,0.98,
2021年9月/微信图片_2021092809492913.jpg,现场照片,水库大坝干砌石护坡现场,,False,0.95,
2021年9月/微信图片_20210928095232.jpg,现场照片,隧洞出口巡查,,False,0.98,
2021年9月/微信图片_20210928095233.jpg,现场照片,,2021/08/22,False,0.95,
2021年9月/微信图片_202109280952331.jpg,现场照片,,,False,0.98,
2021年9月/微信图片_2021092809523310.jpg,现场照片,,2021/08/30,False,0.97,
2021年9月/微信图片_2021092809523311.jpg,现场照片,,2021/08/30 18:20,False,0.98,
2021年9月/微信图片_2021092809523312.jpg,现场照片,,,False,0.95,
2021年9月/微信图片_2021092809523313.jpg,现场照片,,,False,0.98,
2021年9月/微信图片_2021092809523314.jpg,现场照片,,,False,0.99,
2021年9月/微信图片_2021092809523315.jpg,现场照片,,,False,0.95,
2021年9月/微信图片_202109280952332.jpg,现场照片,河道洪水实况,,False,0.98,
2021年9月/微信图片_202109280952333.jpg,现场照片,,,False,0.99,
2021年9月/微信图片_202109280952334.jpg,现场照片,备用发电机检查,2021-08-23 11:01,False,0.98,
2021年9月/微信图片_202109280952335.jpg,现场照片,,2021/08/30 17:55,False,0.95,
2021年9月/微信图片_202109280952336.jpg,现场照片,,,False,0.99,
2021年9月/微信图片_202109280952337.jpg,现场照片,,,False,0.99,
2021年9月/微信图片_202109280952338.jpg,现场照片,,,False,0.98,
2021年9月/微信图片_202109280952339.jpg,现场照片,排水渠道现场实景,,False,0.97,
2021年9月/微信图片_2021092809523423.jpg,现场照片,水库溢洪道泄洪,,False,0.99,
2021年9月/微信图片_2021102609015420.jpg,现场照片,水库溢洪道（泄洪）现场,,False,0.95,
2021年9月/微信图片_202110260901551.jpg,现场照片,水库泄洪现场,,False,0.98,
